name,five_ft_split,ten_ft_split,fifteen_ft_split,twenty_ft_split,twenty_five_ft_split,thirty_ft_split,thirty_five_ft_split,forty_ft_split,forty_five_ft_split,fifty_ft_split,fifty_five_ft_split,sixty_ft_split,sixty_five_ft_split,seventy_ft_split,seventy_five_ft_split,eighty_ft_split,eighty_five_ft_split,ninety_ft_split,ID,weight,height,bats,throws
"Harrison, Josh",0.5477777778,0.8522222222,1.113333333,1.352222222,1.581111111,1.793333333,1.995555556,2.193333333,2.384444444,2.573333333,2.755555556,2.938888889,3.118888889,3.298888889,3.475555556,3.656666667,3.842222222,4.04,7757,190,68,R,R
"Hart, Corey",0.56,0.86,1.12,1.38,1.61,1.84,2.05,2.26,2.46,2.66,2.85,3.04,3.23,3.41,3.6,3.79,3.98,4.16,7786,240,78,R,R
"Haseley, Adam",0.5266666667,0.8266666667,1.086666667,1.323333333,1.546666667,1.753333333,1.956666667,2.153333333,2.34,2.523333333,2.706666667,2.886666667,3.063333333,3.243333333,3.416666667,3.593333333,3.77,3.953333333,7833,190,73,L,L
"Hayes, Ke'Bryan",0.555,0.875,1.14,1.375,1.5925,1.8025,2,2.1925,2.3775,2.56,2.7425,2.9175,3.095,3.27,3.44,3.6175,3.8,3.9925,7905,205,70,R,R
"Hays, Austin",0.555,0.8666666667,1.13,1.366666667,1.591666667,1.8,2.003333333,2.193333333,2.385,2.568333333,2.751666667,2.93,3.108333333,3.283333333,3.46,3.631666667,3.81,3.993333333,7914,205,72,R,R
"Hazelbaker, Jeremy",0.52,0.8,1.04,1.27,1.49,1.69,1.89,2.07,2.25,2.43,2.6,2.77,2.94,3.1,3.27,3.43,3.6,3.77,7919,190,75,L,R
"Headley, Chase",0.535,0.83,1.093333333,1.341666667,1.58,1.801666667,2.015,2.22,2.421666667,2.618333333,2.816666667,3.006666667,3.2,3.391666667,3.581666667,3.771666667,3.975,4.19,7925,215,74,B,R
"Healy, Ryon",0.5475,0.855,1.135,1.39,1.63,1.855,2.07,2.2775,2.4775,2.675,2.8675,3.055,3.2425,3.4275,3.6125,3.7975,3.985,4.1775,7932,230,76,R,R
"Hedges, Austin",0.5614285714,0.8857142857,1.167142857,1.424285714,1.667142857,1.892857143,2.114285714,2.322857143,2.53,2.731428571,2.93,3.125714286,3.321428571,3.515714286,3.707142857,3.901428571,4.097142857,4.301428571,7967,223,73,R,R
"Heim, Jonah",0.5533333333,0.88,1.158333333,1.41,1.64,1.86,2.07,2.276666667,2.476666667,2.671666667,2.861666667,3.048333333,3.236666667,3.421666667,3.606666667,3.793333333,3.978333333,4.18,7989,220,76,B,R
"Heineman, Scott",0.56,0.865,1.125,1.36,1.585,1.795,1.995,2.19,2.38,2.565,2.745,2.92,3.095,3.275,3.445,3.62,3.8,3.985,7993,220,73,R,R
"Heineman, Tyler",0.54,0.85,1.12,1.36,1.59,1.81,2.01,2.21,2.41,2.6,2.79,2.97,3.16,3.34,3.52,3.7,3.88,4.09,7994,190,70,B,R
"Heisey, Chris",0.54,0.84,1.1,1.34,1.57,1.78,1.98,2.175,2.365,2.545,2.725,2.905,3.08,3.255,3.43,3.6,3.77,3.945,8001,220,73,R,R
"Henderson, Gunnar",0.54,0.845,1.095,1.33,1.545,1.75,1.945,2.13,2.32,2.495,2.67,2.84,3.01,3.18,3.35,3.515,3.695,3.885,8044,210,74,L,R
"Henry, Payton",0.57,0.91,1.19,1.44,1.67,1.9,2.11,2.32,2.52,2.71,2.91,3.1,3.29,3.47,3.66,3.85,4.04,4.23,8101,215,74,R,R
"Hensley, David",0.545,0.865,1.125,1.37,1.59,1.805,2.005,2.2,2.39,2.575,2.755,2.935,3.115,3.29,3.465,3.64,3.815,3.995,8109,190,78,R,R
"Heredia, Guillermo",0.5616666667,0.8716666667,1.131666667,1.371666667,1.596666667,1.806666667,2.01,2.203333333,2.393333333,2.575,2.76,2.938333333,3.118333333,3.288333333,3.466666667,3.638333333,3.811666667,3.993333333,8121,195,70,R,L
"Hermosillo, Michael",0.54,0.84,1.09,1.33,1.54,1.75,1.95,2.13,2.32,2.49,2.67,2.84,3.01,3.18,3.35,3.52,3.69,3.86,8135,205,72,R,R
"Hernandez, Yadiel",0.54,0.845,1.115,1.355,1.58,1.795,2.01,2.21,2.41,2.605,2.795,2.985,3.17,3.36,3.555,3.745,3.94,4.16,8186,197,70,L,R
"Herrera, Dilson",0.53,0.82,1.07,1.31,1.54,1.75,1.96,2.16,2.35,2.54,2.72,2.9,3.08,3.25,3.43,3.61,3.79,3.98,8197,210,70,R,R
"Herrera, Elian",0.55,0.84,1.09,1.325,1.55,1.76,1.96,2.155,2.34,2.53,2.71,2.885,3.06,3.23,3.405,3.575,3.75,3.93,8198,205,71,B,R
"Herrera, Jose",0.55,0.865,1.135,1.39,1.62,1.84,2.055,2.26,2.46,2.66,2.86,3.055,3.255,3.45,3.645,3.84,4.055,4.275,8200,165,68,R,R
"Herrera, Jose",0.55,0.865,1.135,1.39,1.62,1.84,2.055,2.26,2.46,2.66,2.86,3.055,3.255,3.45,3.645,3.84,4.055,4.275,8201,165,72,L,L
"Herrera, Jonathan",0.55,0.84,1.09,1.33,1.56,1.78,1.98,2.19,2.38,2.57,2.76,2.95,3.13,3.31,3.5,3.68,3.87,4.07,8202,180,69,B,R
"Herrera, Jose",0.55,0.865,1.135,1.39,1.62,1.84,2.055,2.26,2.46,2.66,2.86,3.055,3.255,3.45,3.645,3.84,4.055,4.275,8203,217,70,B,R
"Herrera, Rosell",0.5233333333,0.81,1.07,1.306666667,1.533333333,1.743333333,1.943333333,2.133333333,2.316666667,2.503333333,2.676666667,2.856666667,3.026666667,3.2,3.373333333,3.543333333,3.713333333,3.89,8209,180,75,B,R
"Herrmann, Chris",0.555,0.8525,1.11,1.35,1.575,1.79,1.995,2.1875,2.3775,2.56,2.7475,2.9225,3.1025,3.2775,3.455,3.635,3.8175,4.0125,8218,200,72,L,R
"Heyward, Jason",0.5366666667,0.8333333333,1.09,1.326666667,1.553333333,1.763333333,1.965555556,2.16,2.351111111,2.536666667,2.717777778,2.901111111,3.076666667,3.255555556,3.431111111,3.607777778,3.796666667,3.998888889,8257,240,77,L,L
"Hicks, Aaron",0.5466666667,0.8433333333,1.102666667,1.342666667,1.564666667,1.776,1.976,2.168666667,2.355333333,2.538,2.716666667,2.891333333,3.068,3.239333333,3.411333333,3.585333333,3.764,3.950666667,8275,205,73,B,R
"Hicks, John",0.5466666667,0.8466666667,1.12,1.366666667,1.596666667,1.816666667,2.023333333,2.223333333,2.416666667,2.606666667,2.796666667,2.98,3.166666667,3.346666667,3.523333333,3.703333333,3.886666667,4.073333333,8280,230,74,R,R
"Higashioka, Kyle",0.5725,0.905,1.18,1.43,1.6625,1.8825,2.0975,2.3025,2.51,2.71,2.9075,3.105,3.295,3.4875,3.6775,3.87,4.0675,4.27,8285,202,73,R,R
"Hill, Aaron",0.5533333333,0.86,1.126666667,1.37,1.596666667,1.816666667,2.02,2.216666667,2.413333333,2.6,2.786666667,2.966666667,3.146666667,3.326666667,3.5,3.68,3.856666667,4.04,8315,200,71,R,R
"Hill, Derek",0.5433333333,0.8533333333,1.106666667,1.336666667,1.546666667,1.746666667,1.943333333,2.126666667,2.306666667,2.483333333,2.653333333,2.823333333,2.99,3.15,3.316666667,3.476666667,3.643333333,3.816666667,8322,190,74,R,R
"Hilliard, Sam",0.55,0.8525,1.1025,1.33,1.545,1.7475,1.9425,2.13,2.3075,2.485,2.6625,2.8325,3.0025,3.1725,3.335,3.5025,3.67,3.8475,8340,236,77,L,L
"Hiura, Keston",0.545,0.8525,1.115,1.355,1.58,1.79,1.9975,2.1975,2.3875,2.5775,2.76,2.945,3.125,3.305,3.485,3.665,3.85,4.035,8398,202,72,R,R
"Hoerner, Nico",0.552,0.862,1.124,1.358,1.578,1.784,1.984,2.172,2.358,2.538,2.718,2.892,3.064,3.238,3.408,3.578,3.748,3.922,8435,200,73,R,R
"Holaday, Bryan",0.5466666667,0.8533333333,1.133333333,1.393333333,1.633333333,1.863333333,2.086666667,2.296666667,2.503333333,2.71,2.91,3.106666667,3.3,3.5,3.693333333,3.89,4.08,4.286666667,8484,203,72,R,R
"Holliday, Matt",0.56,0.8766666667,1.15,1.406666667,1.643333333,1.863333333,2.08,2.283333333,2.483333333,2.68,2.87,3.06,3.246666667,3.433333333,3.616666667,3.8,3.99,4.19,8521,240,76,R,R
"Holt, Brock",0.5485714286,0.85,1.115714286,1.364285714,1.594285714,1.808571429,2.017142857,2.214285714,2.404285714,2.595714286,2.78,2.962857143,3.144285714,3.324285714,3.504285714,3.685714286,3.872857143,4.065714286,8550,180,68,L,R
"Holt, Tyler",0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.34,2.52,2.7,2.88,3.05,3.22,3.39,3.56,3.73,3.91,8558,190,70,R,R
"Hoskins, Rhys",0.5683333333,0.8966666667,1.18,1.438333333,1.676666667,1.9,2.116666667,2.323333333,2.525,2.723333333,2.918333333,3.108333333,3.298333333,3.486666667,3.673333333,3.861666667,4.051666667,4.25,8622,245,76,R,R
"Hosmer, Eric",0.5622222222,0.8844444444,1.165555556,1.414444444,1.651111111,1.872222222,2.085555556,2.288888889,2.488888889,2.684444444,2.875555556,3.064444444,3.252222222,3.438888889,3.626666667,3.816666667,4.018888889,4.231111111,8624,226,76,L,L
"Howard, Ryan",0.53,0.845,1.125,1.39,1.64,1.88,2.1,2.315,2.525,2.73,2.935,3.13,3.335,3.535,3.735,3.95,4.165,4.395,8680,250,76,L,L
"Hoying, Jared",0.54,0.82,1.07,1.3,1.51,1.71,1.91,2.09,2.27,2.45,2.62,2.79,2.96,3.13,3.29,3.46,3.63,3.8,8708,205,75,L,R
"Huff, Sam",0.56,0.88,1.15,1.4,1.63,1.84,2.05,2.25,2.44,2.63,2.82,3.01,3.19,3.37,3.55,3.73,3.91,4.1,8764,240,77,R,R
"Hummel, Cooper",0.545,0.845,1.1,1.335,1.555,1.755,1.955,2.145,2.33,2.51,2.69,2.87,3.04,3.21,3.39,3.555,3.72,3.905,8811,198,70,B,R
"Hundley, Nick",0.548,0.854,1.128,1.378,1.616,1.84,2.056,2.26,2.46,2.658,2.854,3.044,3.236,3.426,3.614,3.808,4.002,4.206,8822,203,72,R,R
"Hunter, Torii",0.56,0.87,1.13,1.39,1.63,1.85,2.07,2.28,2.48,2.68,2.87,3.06,3.25,3.43,3.62,3.8,3.99,4.18,8844,220,74,R,R
"Iannetta, Chris",0.562,0.88,1.16,1.422,1.668,1.898,2.12,2.332,2.538,2.74,2.936,3.136,3.33,3.522,3.716,3.91,4.104,4.304,8900,230,72,R,R
"Iglesias, Jose",0.545,0.8475,1.10625,1.34375,1.56625,1.775,1.975,2.16625,2.355,2.535,2.715,2.88875,3.065,3.2375,3.4075,3.5775,3.7525,3.93375,8907,195,71,R,R
"Inciarte, Ender",0.55,0.8485714286,1.104285714,1.34,1.562857143,1.774285714,1.974285714,2.167142857,2.357142857,2.541428571,2.722857143,2.904285714,3.078571429,3.252857143,3.43,3.608571429,3.791428571,3.982857143,8915,190,71,L,L
"India, Jonathan",0.5766666667,0.9133333333,1.18,1.423333333,1.65,1.86,2.06,2.256666667,2.443333333,2.633333333,2.813333333,2.993333333,3.17,3.34,3.513333333,3.686666667,3.86,4.043333333,8916,200,72,R,R
"Infante, Omar",0.57,0.875,1.14,1.38,1.605,1.815,2.02,2.21,2.4,2.585,2.765,2.945,3.115,3.29,3.465,3.64,3.81,3.995,8919,195,71,R,R
"Iribarren, Hernan",0.52,0.8,1.05,1.29,1.51,1.72,1.91,2.11,2.29,2.47,2.65,2.83,3,3.17,3.35,3.52,3.69,3.87,8937,202,73,L,R
"Isbel, Kyle",0.53,0.825,1.075,1.3,1.515,1.72,1.915,2.105,2.285,2.465,2.645,2.82,2.995,3.165,3.345,3.52,3.705,3.91,8951,190,71,L,R
"Jackson, Austin",0.535,0.825,1.0825,1.32,1.545,1.7575,1.9575,2.1525,2.3425,2.525,2.705,2.88,3.0575,3.235,3.4075,3.585,3.7675,3.9575,8968,198,73,R,R
"Jankowski, Travis",0.5266666667,0.805,1.048333333,1.263333333,1.473333333,1.673333333,1.863333333,2.046666667,2.225,2.4,2.571666667,2.741666667,2.908333333,3.073333333,3.238333333,3.406666667,3.58,3.761666667,9062,183,75,L,R
"Jansen, Danny",0.5566666667,0.8783333333,1.148333333,1.391666667,1.62,1.838333333,2.043333333,2.241666667,2.436666667,2.626666667,2.813333333,2.993333333,3.176666667,3.358333333,3.535,3.713333333,3.896666667,4.083333333,9065,215,74,R,R
"Jaso, John",0.5433333333,0.8433333333,1.11,1.36,1.596666667,1.82,2.026666667,2.226666667,2.426666667,2.623333333,2.813333333,3.003333333,3.19,3.376666667,3.566666667,3.756666667,3.953333333,4.163333333,9078,202,74,L,R
"Jay, Jon",0.544,0.848,1.118,1.368,1.606,1.828,2.036,2.244,2.44,2.638,2.83,3.022,3.208,3.398,3.586,3.778,3.972,4.178,9091,200,71,L,L
"Jeffers, Ryan",0.55,0.88,1.1525,1.4025,1.6325,1.85,2.0575,2.26,2.4575,2.6525,2.8425,3.03,3.22,3.4025,3.5875,3.775,3.9575,4.15,9101,235,76,R,R
"Jennings, Desmond",0.545,0.84,1.095,1.335,1.555,1.765,1.97,2.165,2.35,2.54,2.72,2.9,3.075,3.255,3.425,3.605,3.785,3.975,9122,210,74,R,R
"Joe, Connor",0.5733333333,0.9,1.173333333,1.416666667,1.643333333,1.856666667,2.06,2.26,2.453333333,2.64,2.823333333,3.006666667,3.193333333,3.373333333,3.553333333,3.73,3.916666667,4.11,9168,205,72,R,R
"Johnson, Chris",0.545,0.845,1.115,1.365,1.605,1.825,2.04,2.24,2.44,2.635,2.825,3.015,3.2,3.39,3.57,3.76,3.95,4.155,9198,225,75,R,R
"Johnson, Kelly",0.545,0.84,1.105,1.345,1.575,1.795,2,2.2,2.395,2.58,2.765,2.945,3.125,3.305,3.485,3.665,3.85,4.035,9253,200,73,L,R
"Johnson, Micah",0.56,0.84,1.07,1.3,1.51,1.72,1.92,2.11,2.3,2.48,2.65,2.83,3,3.16,3.33,3.5,3.67,3.85,9266,210,72,L,R
"Jones, Adam",0.546,0.852,1.122,1.37,1.6,1.82,2.028,2.228,2.422,2.614,2.798,2.982,3.162,3.34,3.522,3.698,3.88,4.068,9313,215,74,R,R
"Jones, Garrett",0.55,0.85,1.11,1.36,1.6,1.82,2.04,2.24,2.44,2.63,2.82,3.01,3.19,3.38,3.56,3.75,3.95,4.15,9356,235,77,L,L
"Jones, JaCoby",0.558,0.874,1.144,1.388,1.618,1.832,2.032,2.226,2.412,2.594,2.774,2.95,3.128,3.3,3.474,3.648,3.82,4.006,9370,211,74,R,R
"Jones, Nolan",0.53,0.835,1.1,1.335,1.56,1.765,1.965,2.16,2.345,2.53,2.705,2.885,3.06,3.235,3.405,3.585,3.765,3.97,9387,195,76,L,R
"Jones, Ryder",0.52,0.81,1.06,1.3,1.53,1.74,1.95,2.14,2.33,2.52,2.7,2.88,3.06,3.24,3.42,3.6,3.79,3.98,9398,221,74,L,R
"Jones, Taylor",0.56,0.91,1.19,1.44,1.67,1.9,2.11,2.32,2.52,2.72,2.91,3.1,3.29,3.47,3.66,3.85,4.05,4.25,9405,230,79,R,R
"Joseph, Caleb",0.555,0.8675,1.14,1.3975,1.6375,1.8575,2.0775,2.285,2.4875,2.68,2.8725,3.065,3.2525,3.44,3.6275,3.815,4.005,4.2,9444,205,75,R,R
"Joseph, Corban",0.54,0.85,1.12,1.38,1.62,1.84,2.05,2.26,2.46,2.65,2.84,3.03,3.21,3.4,3.59,3.78,3.98,4.18,9445,185,72,L,R
"Joseph, Tommy",0.55,0.88,1.17,1.435,1.685,1.915,2.135,2.35,2.56,2.765,2.965,3.165,3.36,3.555,3.75,3.94,4.14,4.345,9450,255,73,R,R
"Joyce, Matt",0.5416666667,0.8366666667,1.105,1.356666667,1.588333333,1.81,2.02,2.223333333,2.421666667,2.616666667,2.805,2.995,3.18,3.366666667,3.555,3.741666667,3.935,4.143333333,9459,194,74,L,R
"Judge, Aaron",0.5528571429,0.8614285714,1.128571429,1.368571429,1.592857143,1.804285714,2.008571429,2.204285714,2.395714286,2.582857143,2.765714286,2.947142857,3.125714286,3.304285714,3.481428571,3.657142857,3.838571429,4.025714286,9468,282,79,R,R
"Jung, Josh",0.56,0.895,1.17,1.42,1.65,1.87,2.08,2.285,2.48,2.675,2.865,3.055,3.235,3.415,3.605,3.785,3.965,4.16,9479,214,74,R,R
"Kang, Jung Ho",0.5433333333,0.86,1.136666667,1.39,1.626666667,1.85,2.063333333,2.27,2.473333333,2.67,2.86,3.05,3.24,3.426666667,3.61,3.796666667,3.986666667,4.183333333,9534,210,72,R,R
"Kelenic, Jarred",0.5333333333,0.83,1.086666667,1.316666667,1.533333333,1.74,1.933333333,2.123333333,2.313333333,2.493333333,2.67,2.85,3.02,3.193333333,3.366666667,3.543333333,3.716666667,3.913333333,9627,206,73,L,L
"Kelly, Carson",0.5683333333,0.9033333333,1.188333333,1.446666667,1.685,1.911666667,2.123333333,2.335,2.535,2.733333333,2.93,3.121666667,3.31,3.503333333,3.693333333,3.883333333,4.083333333,4.288333333,9666,212,74,R,R
"Kelly, Ty",0.53,0.81,1.07,1.3,1.53,1.74,1.93,2.12,2.31,2.49,2.67,2.84,3.02,3.18,3.35,3.52,3.7,3.88,9694,180,72,B,R
"Kemp, Matt",0.5583333333,0.8766666667,1.155,1.41,1.648333333,1.873333333,2.088333333,2.291666667,2.491666667,2.686666667,2.88,3.071666667,3.26,3.45,3.636666667,3.821666667,4.011666667,4.208333333,9706,225,76,R,R
"Kemp, Tony",0.5283333333,0.82,1.073333333,1.313333333,1.535,1.745,1.953333333,2.145,2.34,2.526666667,2.71,2.893333333,3.076666667,3.258333333,3.445,3.635,3.83,4.045,9708,160,66,L,R
"Kendrick, Howie",0.545,0.8466666667,1.116666667,1.37,1.603333333,1.826666667,2.035,2.243333333,2.44,2.635,2.828333333,3.016666667,3.203333333,3.391666667,3.578333333,3.766666667,3.958333333,4.161666667,9712,225,71,R,R
"Kennedy, Buddy",0.57,0.87,1.13,1.36,1.58,1.78,1.98,2.17,2.35,2.53,2.7,2.88,3.05,3.21,3.38,3.54,3.71,3.87,9723,190,73,R,R
"Kepler, Max",0.53125,0.81875,1.07375,1.3075,1.5225,1.7325,1.925,2.11625,2.30125,2.48125,2.66,2.83375,3.01,3.1825,3.355,3.53375,3.715,3.905,9753,225,76,L,L
"Kieboom, Carter",0.5666666667,0.8966666667,1.166666667,1.413333333,1.64,1.856666667,2.06,2.263333333,2.456666667,2.646666667,2.836666667,3.016666667,3.2,3.376666667,3.553333333,3.736666667,3.916666667,4.113333333,9793,220,74,R,R
"Kieboom, Spencer",0.56,0.88,1.16,1.43,1.67,1.9,2.12,2.34,2.55,2.75,2.96,3.16,3.35,3.55,3.75,3.95,4.15,4.36,9794,210,72,R,R
"Kiermaier, Kevin",0.5455555556,0.8411111111,1.091111111,1.322222222,1.535555556,1.744444444,1.935555556,2.125555556,2.305555556,2.48,2.656666667,2.827777778,2.996666667,3.165555556,3.331111111,3.502222222,3.674444444,3.855555556,9804,210,73,L,R
"Kim, Ha-Seong",0.5566666667,0.88,1.146666667,1.38,1.603333333,1.81,2.01,2.203333333,2.393333333,2.58,2.76,2.936666667,3.11,3.286666667,3.46,3.63,3.803333333,3.983333333,9837,168,69,R,R
"Kim, Hyun Soo",0.55,0.87,1.14,1.39,1.625,1.84,2.05,2.26,2.45,2.645,2.835,3.02,3.205,3.395,3.575,3.755,3.945,4.145,9838,210,74,L,R
"Kiner-Falefa, Isiah",0.5483333333,0.8583333333,1.12,1.36,1.581666667,1.795,1.995,2.186666667,2.376666667,2.56,2.74,2.92,3.098333333,3.275,3.448333333,3.621666667,3.798333333,3.983333333,9846,190,71,R,R
"Kingery, Scott",0.5466666667,0.8366666667,1.086666667,1.32,1.54,1.746666667,1.943333333,2.133333333,2.32,2.5,2.673333333,2.846666667,3.02,3.19,3.36,3.526666667,3.696666667,3.873333333,9854,180,70,R,R
"Kinsler, Ian",0.546,0.848,1.12,1.372,1.606,1.826,2.036,2.238,2.432,2.626,2.814,3.002,3.184,3.366,3.55,3.734,3.924,4.12,9886,200,72,R,R
"Kipnis, Jason",0.5383333333,0.84,1.106666667,1.351666667,1.583333333,1.8,2.01,2.206666667,2.4,2.588333333,2.775,2.96,3.14,3.316666667,3.493333333,3.673333333,3.861666667,4.051666667,9892,200,71,L,R
"Kirilloff, Alex",0.56,0.88,1.15,1.393333333,1.613333333,1.826666667,2.033333333,2.226666667,2.416666667,2.606666667,2.79,2.97,3.15,3.326666667,3.506666667,3.686666667,3.873333333,4.06,9904,215,73,L,L
"Kirk, Alejandro",0.5766666667,0.9333333333,1.223333333,1.486666667,1.733333333,1.966666667,2.19,2.41,2.62,2.826666667,3.033333333,3.236666667,3.433333333,3.636666667,3.83,4.036666667,4.246666667,4.463333333,9905,245,68,R,R
"Kivlehan, Patrick",0.53,0.83,1.09,1.33,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.06,3.24,3.41,3.58,3.75,3.93,9926,211,74,R,R
"Knapp, Andrew",0.5366666667,0.8333333333,1.096666667,1.346666667,1.58,1.796666667,2,2.2,2.393333333,2.583333333,2.77,2.95,3.13,3.31,3.49,3.673333333,3.853333333,4.043333333,9977,189,73,B,R
"Knizner, Andrew",0.555,0.8825,1.16,1.415,1.6475,1.875,2.0875,2.295,2.4975,2.6925,2.89,3.0825,3.2725,3.46,3.65,3.84,4.03,4.225,10001,225,73,R,R
"Kozma, Pete",0.54,0.84,1.105,1.35,1.575,1.795,1.995,2.2,2.39,2.575,2.76,2.94,3.12,3.295,3.47,3.64,3.815,4,10124,190,72,R,R
"Kratz, Erik",0.55,0.8733333333,1.16,1.42,1.666666667,1.896666667,2.12,2.333333333,2.546666667,2.75,2.953333333,3.15,3.35,3.553333333,3.75,3.953333333,4.163333333,4.38,10138,250,76,R,R
"Kreidler, Ryan",0.56,0.88,1.15,1.39,1.61,1.82,2.02,2.22,2.41,2.59,2.77,2.95,3.13,3.3,3.48,3.65,3.83,4,10152,208,76,R,R
"Kwan, Steven",0.53,0.83,1.08,1.305,1.52,1.72,1.915,2.105,2.285,2.465,2.64,2.82,2.99,3.16,3.33,3.505,3.685,3.87,10249,170,69,L,L
"Ladendorf, Tyler",0.55,0.84,1.09,1.33,1.55,1.75,1.95,2.14,2.32,2.5,2.67,2.85,3.02,3.18,3.35,3.52,3.69,3.86,10272,195,71,R,R
"Lagares, Juan",0.5528571429,0.8571428571,1.121428571,1.36,1.585714286,1.795714286,1.997142857,2.19,2.38,2.561428571,2.744285714,2.92,3.095714286,3.27,3.444285714,3.618571429,3.791428571,3.974285714,10284,219,74,R,R
"Lake, Junior",0.545,0.835,1.085,1.325,1.545,1.755,1.955,2.145,2.33,2.51,2.685,2.86,3.03,3.195,3.365,3.53,3.7,3.885,10298,230,74,R,R
"LaMarre, Ryan",0.54,0.83,1.08,1.32,1.54,1.75,1.94,2.13,2.32,2.5,2.67,2.85,3.02,3.19,3.35,3.52,3.69,3.87,10311,215,73,R,L
"Lamb, Jake",0.5483333333,0.85,1.12,1.368333333,1.603333333,1.823333333,2.033333333,2.236666667,2.433333333,2.626666667,2.815,3.003333333,3.186666667,3.37,3.55,3.733333333,3.926666667,4.128333333,10320,215,75,L,R
"Langeliers, Shea",0.545,0.865,1.135,1.375,1.6,1.81,2.01,2.205,2.395,2.58,2.76,2.94,3.115,3.285,3.465,3.635,3.805,3.98,10373,205,72,R,R
"Larnach, Trevor",0.53,0.8366666667,1.1,1.34,1.563333333,1.773333333,1.98,2.176666667,2.37,2.56,2.74,2.923333333,3.106666667,3.286666667,3.46,3.643333333,3.826666667,4.03,10416,223,76,L,R
"LaRoche, Adam",0.55,0.85,1.11,1.37,1.62,1.85,2.07,2.29,2.49,2.7,2.9,3.1,3.29,3.49,3.69,3.9,4.11,4.33,10417,205,74,L,L
"La Stella, Tommy",0.535,0.8275,1.09,1.33625,1.56625,1.78375,1.99375,2.195,2.39375,2.59,2.7825,2.97125,3.16,3.34625,3.53625,3.72625,3.92875,4.145,10440,180,71,L,R
"Lavarnway, Ryan",0.57,0.89,1.17,1.43,1.68,1.92,2.14,2.36,2.57,2.77,2.97,3.17,3.37,3.57,3.76,3.96,4.17,4.39,10464,239,75,R,R
"Lawrie, Brett",0.55,0.84,1.085,1.31,1.53,1.74,1.935,2.125,2.315,2.495,2.67,2.84,3.01,3.18,3.35,3.515,3.685,3.855,10483,210,72,R,R
"Leblanc, Charles",0.57,0.9,1.17,1.41,1.64,1.85,2.05,2.25,2.44,2.62,2.8,2.98,3.16,3.34,3.51,3.69,3.86,4.04,10532,195,75,R,R
"Lee, Korey",0.56,0.88,1.15,1.4,1.62,1.84,2.04,2.24,2.43,2.61,2.8,2.98,3.16,3.33,3.51,3.69,3.86,4.05,10565,210,74,R,R
"LeMahieu, DJ",0.5477777778,0.8544444444,1.124444444,1.37,1.6,1.815555556,2.021111111,2.222222222,2.414444444,2.604444444,2.791111111,2.974444444,3.157777778,3.337777778,3.518888889,3.701111111,3.884444444,4.074444444,10628,220,76,R,R
"Lewis, Kyle",0.5475,0.8575,1.125,1.365,1.5875,1.8025,2.005,2.2025,2.39,2.5775,2.7675,2.95,3.135,3.3175,3.5,3.6825,3.8725,4.0725,10725,222,76,R,R
"Lewis, Royce",0.57,0.89,1.16,1.39,1.61,1.82,2.02,2.22,2.4,2.59,2.77,2.94,3.12,3.29,3.46,3.64,3.81,3.99,10730,200,74,R,R
"Lind, Adam",0.5366666667,0.84,1.123333333,1.383333333,1.623333333,1.853333333,2.07,2.28,2.486666667,2.69,2.886666667,3.086666667,3.28,3.476666667,3.673333333,3.876666667,4.093333333,4.313333333,10779,195,74,L,L
"Lindor, Francisco",0.5461111111,0.8438888889,1.103888889,1.34,1.562777778,1.771666667,1.973888889,2.166666667,2.353888889,2.537222222,2.718333333,2.895,3.071666667,3.244444444,3.418333333,3.593888889,3.771666667,3.962222222,10795,190,71,B,R
"Lin, Tzu-Wei",0.53,0.81,1.06,1.295,1.515,1.725,1.92,2.11,2.295,2.475,2.655,2.825,3,3.17,3.345,3.52,3.71,3.9,10819,180,69,L,R
"Liriano, Rymer",0.55,0.85,1.11,1.35,1.58,1.79,2,2.19,2.38,2.56,2.74,2.92,3.09,3.26,3.43,3.6,3.77,3.95,10832,230,72,R,R
"Lobaton, Jose",0.555,0.87,1.145,1.405,1.65,1.88,2.1,2.31,2.52,2.725,2.925,3.125,3.32,3.52,3.72,3.93,4.15,4.385,10880,212,73,B,R
"Locastro, Tim",0.5525,0.855,1.1,1.325,1.535,1.7325,1.9175,2.1,2.28,2.4525,2.62,2.7875,2.955,3.1125,3.2775,3.4375,3.5975,3.7675,10884,200,73,R,R
"Loney, James",0.54,0.835,1.11,1.375,1.62,1.85,2.07,2.285,2.495,2.7,2.9,3.105,3.305,3.505,3.71,3.915,4.13,4.345,10943,235,75,L,L
"Longoria, Evan",0.5577777778,0.8722222222,1.14,1.384444444,1.615555556,1.833333333,2.038888889,2.24,2.434444444,2.625555556,2.813333333,2.997777778,3.182222222,3.364444444,3.545555556,3.727777778,3.908888889,4.096666667,10956,213,73,R,R
"Lopes, Tim",0.56,0.87,1.125,1.365,1.585,1.795,1.995,2.185,2.375,2.56,2.74,2.915,3.09,3.265,3.44,3.61,3.78,3.96,10976,180,71,R,R
"Lopez, Alejo",0.53,0.83,1.09,1.33,1.55,1.76,1.96,2.16,2.35,2.53,2.71,2.89,3.07,3.25,3.43,3.61,3.8,4,10979,170,70,B,R
