name,five_ft_split,ten_ft_split,fifteen_ft_split,twenty_ft_split,twenty_five_ft_split,thirty_ft_split,thirty_five_ft_split,forty_ft_split,forty_five_ft_split,fifty_ft_split,fifty_five_ft_split,sixty_ft_split,sixty_five_ft_split,seventy_ft_split,seventy_five_ft_split,eighty_ft_split,eighty_five_ft_split,ninety_ft_split,ID,weight,height,bats,throws
"O'Neill, Tyler",0.5483333333,0.8483333333,1.101666667,1.328333333,1.545,1.746666667,1.94,2.125,2.308333333,2.483333333,2.658333333,2.828333333,2.998333333,3.163333333,3.328333333,3.491666667,3.658333333,3.823333333,13906,200,71,R,R
"Orlando, Paulo",0.5425,0.83,1.085,1.32,1.5425,1.7525,1.945,2.135,2.315,2.4925,2.665,2.8375,3.0075,3.1725,3.335,3.4975,3.6625,3.835,13924,215,74,R,R
"Ortega, Rafael",0.5383333333,0.83,1.09,1.328333333,1.553333333,1.765,1.966666667,2.16,2.35,2.535,2.72,2.903333333,3.08,3.258333333,3.435,3.615,3.8,3.998333333,13954,180,71,L,R
"Ortiz, David",0.555,0.885,1.175,1.445,1.7,1.935,2.16,2.38,2.595,2.795,3,3.205,3.405,3.6,3.795,3.995,4.21,4.43,13958,230,75,L,L
"Outman, James",0.53,0.82,1.07,1.3,1.51,1.71,1.9,2.08,2.26,2.44,2.61,2.79,2.96,3.13,3.29,3.46,3.64,3.82,14036,215,75,L,R
"Owings, Chris",0.5583333333,0.86,1.118333333,1.356666667,1.58,1.791666667,1.991666667,2.181666667,2.371666667,2.556666667,2.735,2.915,3.091666667,3.263333333,3.436666667,3.606666667,3.78,3.96,14066,185,70,R,R
"Ozuna, Marcell",0.5655555556,0.8933333333,1.172222222,1.424444444,1.658888889,1.878888889,2.086666667,2.287777778,2.481111111,2.67,2.855555556,3.036666667,3.213333333,3.392222222,3.567777778,3.743333333,3.92,4.104444444,14075,225,73,R,R
"Pache, Cristian",0.5575,0.8775,1.145,1.3775,1.6,1.8075,2.005,2.2,2.3825,2.57,2.7475,2.925,3.1025,3.275,3.455,3.625,3.7975,3.9775,14081,215,74,R,R
"Pacheco, Jordan",0.555,0.865,1.14,1.405,1.64,1.87,2.085,2.295,2.495,2.69,2.89,3.085,3.275,3.465,3.655,3.845,4.045,4.25,14082,200,73,R,R
"Palacios, Jermaine",0.55,0.88,1.15,1.39,1.62,1.83,2.03,2.23,2.42,2.6,2.78,2.96,3.14,3.31,3.49,3.66,3.84,4.03,14122,145,72,R,R
"Palacios, Richie",0.545,0.845,1.105,1.335,1.55,1.75,1.95,2.14,2.325,2.51,2.685,2.865,3.035,3.21,3.38,3.555,3.735,3.935,14125,180,70,L,R
"Palka, Daniel",0.525,0.81,1.08,1.325,1.555,1.775,1.975,2.175,2.375,2.565,2.75,2.935,3.115,3.3,3.48,3.66,3.845,4.035,14129,241,74,L,L
"Panik, Joe",0.5385714286,0.8371428571,1.094285714,1.34,1.57,1.784285714,1.991428571,2.191428571,2.388571429,2.578571429,2.765714286,2.952857143,3.134285714,3.318571429,3.5,3.685714286,3.872857143,4.074285714,14148,205,73,L,R
"Papierski, Michael",0.56,0.9,1.19,1.45,1.7,1.92,2.14,2.36,2.57,2.77,2.97,3.17,3.36,3.56,3.76,3.96,4.18,4.41,14157,224,75,B,R
"Paredes, Isaac",0.575,0.91,1.19,1.44,1.675,1.8975,2.105,2.315,2.51,2.7075,2.8975,3.0875,3.2775,3.4625,3.6525,3.84,4.0325,4.235,14168,213,71,R,R
"Paredes, Jimmy",0.5433333333,0.8233333333,1.073333333,1.31,1.53,1.743333333,1.943333333,2.14,2.326666667,2.513333333,2.693333333,2.873333333,3.053333333,3.226666667,3.41,3.583333333,3.77,3.96,14169,230,75,B,R
"Parker, Jarrett",0.52,0.805,1.055,1.285,1.505,1.715,1.915,2.105,2.29,2.47,2.65,2.825,3,3.17,3.345,3.52,3.69,3.875,14189,225,76,L,L
"Parker, Kyle",0.56,0.84,1.09,1.33,1.56,1.77,1.98,2.18,2.37,2.55,2.74,2.92,3.1,3.27,3.45,3.62,3.8,3.99,14190,205,72,R,R
"Park, Hoy",0.545,0.85,1.105,1.335,1.56,1.765,1.965,2.15,2.345,2.52,2.7,2.875,3.045,3.22,3.39,3.56,3.74,3.955,14196,200,73,L,R
"Parra, Gerardo",0.55,0.856,1.124,1.374,1.606,1.822,2.03,2.23,2.424,2.614,2.804,2.988,3.176,3.358,3.54,3.732,3.93,4.136,14211,209,71,L,L
"Pasquantino, Vinnie",0.56,0.885,1.165,1.42,1.65,1.87,2.085,2.29,2.49,2.69,2.88,3.07,3.26,3.45,3.635,3.825,4.015,4.215,14248,245,76,L,L
"Paulsen, Ben",0.555,0.855,1.12,1.37,1.605,1.825,2.035,2.235,2.43,2.62,2.81,2.99,3.175,3.355,3.54,3.725,3.91,4.105,14305,210,76,L,R
"Pearce, Steve",0.55,0.858,1.13,1.38,1.616,1.838,2.05,2.254,2.45,2.642,2.838,3.026,3.212,3.396,3.582,3.764,3.952,4.144,14342,200,71,R,R
"Pederson, Joc",0.5477777778,0.86,1.126666667,1.37,1.597777778,1.812222222,2.016666667,2.214444444,2.408888889,2.595555556,2.782222222,2.963333333,3.145555556,3.325555556,3.507777778,3.692222222,3.88,4.076666667,14359,220,73,L,L
"Pedroia, Dustin",0.5633333333,0.8733333333,1.14,1.39,1.623333333,1.843333333,2.053333333,2.253333333,2.453333333,2.646666667,2.836666667,3.02,3.206666667,3.39,3.573333333,3.756666667,3.946666667,4.143333333,14364,170,69,R,R
"Peguero, Liover",0.55,0.86,1.11,1.34,1.56,1.76,1.95,2.14,2.32,2.5,2.68,2.85,3.02,3.19,3.35,3.52,3.68,3.86,14376,200,74,R,R
"Pena, Ramiro",0.56,0.86,1.12,1.37,1.61,1.83,2.04,2.24,2.44,2.63,2.81,3,3.18,3.36,3.54,3.72,3.9,4.09,14410,200,71,B,R
"Pence, Hunter",0.545,0.8466666667,1.106666667,1.35,1.573333333,1.786666667,1.986666667,2.181666667,2.368333333,2.551666667,2.731666667,2.91,3.085,3.256666667,3.428333333,3.601666667,3.773333333,3.951666667,14417,216,76,R,R
"Pennington, Cliff",0.5425,0.8325,1.0925,1.335,1.565,1.785,1.99,2.19,2.38,2.5675,2.7575,2.9375,3.1175,3.3,3.475,3.655,3.8325,4.025,14425,200,70,B,R
"Peralta, David",0.5322222222,0.83,1.096666667,1.341111111,1.565555556,1.782222222,1.988888889,2.183333333,2.373333333,2.562222222,2.743333333,2.924444444,3.1,3.277777778,3.456666667,3.637777778,3.826666667,4.028888889,14443,210,73,L,L
"Peralta, Jhonny",0.56,0.8866666667,1.173333333,1.433333333,1.67,1.893333333,2.11,2.313333333,2.513333333,2.71,2.906666667,3.1,3.286666667,3.473333333,3.66,3.85,4.046666667,4.263333333,14445,225,74,R,R
"Peraza, Oswald",0.555,0.88,1.14,1.375,1.595,1.795,1.995,2.185,2.365,2.55,2.72,2.9,3.07,3.24,3.405,3.575,3.745,3.925,14452,200,72,R,R
"Perdomo, Geraldo",0.5525,0.87,1.1375,1.3775,1.6025,1.8125,2.02,2.215,2.4075,2.595,2.78,2.9625,3.145,3.325,3.505,3.6875,3.8775,4.08,14456,203,74,B,R
"Perez, Salvador",0.5625,0.89375,1.17625,1.4375,1.68,1.90875,2.13,2.34125,2.5475,2.75,2.9475,3.14375,3.33375,3.52625,3.7175,3.91125,4.105,4.3075,14495,255,75,R,R
"Perkins, Cameron",0.53,0.83,1.1,1.34,1.57,1.78,1.98,2.18,2.36,2.55,2.73,2.91,3.09,3.26,3.43,3.6,3.78,3.95,14505,225,77,R,R
"Peters, DJ",0.57,0.88,1.15,1.38,1.6,1.81,2,2.19,2.38,2.56,2.74,2.92,3.09,3.26,3.43,3.6,3.77,3.95,14555,225,78,R,R
"Peterson, Dustin",0.55,0.86,1.13,1.37,1.6,1.81,2.02,2.21,2.4,2.59,2.77,2.95,3.13,3.31,3.48,3.66,3.84,4.02,14556,210,74,R,R
"Peterson, Jace",0.53875,0.83375,1.08875,1.32625,1.54625,1.75125,1.95,2.13875,2.32625,2.50375,2.67875,2.855,3.0275,3.19625,3.36875,3.54375,3.71875,3.9125,14560,215,72,L,R
"Peterson, Shane",0.515,0.795,1.04,1.28,1.5,1.705,1.91,2.095,2.285,2.465,2.645,2.82,3,3.175,3.34,3.515,3.695,3.87,14571,196,73,L,L
"Petit, Gregorio",0.55,0.865,1.145,1.4,1.64,1.86,2.07,2.28,2.48,2.67,2.86,3.055,3.24,3.425,3.615,3.805,3.995,4.19,14575,200,70,R,R
"Pham, Tommy",0.5477777778,0.8566666667,1.12,1.358888889,1.585555556,1.795555556,1.995555556,2.186666667,2.376666667,2.557777778,2.736666667,2.913333333,3.087777778,3.258888889,3.43,3.602222222,3.773333333,3.952222222,14612,223,73,R,R
"Phegley, Josh",0.544,0.848,1.122,1.374,1.612,1.836,2.05,2.26,2.458,2.656,2.85,3.042,3.232,3.418,3.606,3.79,3.984,4.196,14614,225,70,R,R
"Phillips, Brandon",0.5466666667,0.8533333333,1.126666667,1.376666667,1.616666667,1.84,2.05,2.25,2.45,2.646666667,2.84,3.026666667,3.213333333,3.4,3.59,3.78,3.973333333,4.183333333,14633,211,72,R,R
"Phillips, Brett",0.53,0.8183333333,1.07,1.296666667,1.516666667,1.718333333,1.911666667,2.098333333,2.278333333,2.46,2.63,2.806666667,2.976666667,3.15,3.316666667,3.486666667,3.663333333,3.845,14634,195,72,L,R
"Pillar, Kevin",0.55625,0.87625,1.1475,1.39375,1.6225,1.83875,2.0425,2.23625,2.425,2.6075,2.7875,2.965,3.14,3.31375,3.485,3.65625,3.83125,4.01125,14723,200,72,R,R
"Pinder, Chad",0.5514285714,0.8642857143,1.131428571,1.378571429,1.611428571,1.83,2.038571429,2.238571429,2.435714286,2.628571429,2.812857143,2.998571429,3.182857143,3.364285714,3.545714286,3.728571429,3.914285714,4.104285714,14734,210,74,R,R
"Piscotty, Stephen",0.55,0.8575,1.1225,1.36875,1.60125,1.81875,2.02625,2.2275,2.425,2.61625,2.805,2.98875,3.17375,3.35625,3.5375,3.7175,3.90125,4.09,14760,211,76,R,R
"Plawecki, Kevin",0.555,0.87875,1.15375,1.40625,1.64625,1.87,2.085,2.29125,2.4925,2.68875,2.88625,3.07875,3.2675,3.4575,3.64375,3.83625,4.03125,4.22875,14786,208,74,R,R
"Plouffe, Trevor",0.5533333333,0.86,1.13,1.386666667,1.623333333,1.846666667,2.056666667,2.26,2.456666667,2.653333333,2.843333333,3.03,3.213333333,3.403333333,3.583333333,3.766666667,3.95,4.143333333,14795,215,74,R,R
"Polanco, Gregory",0.5428571429,0.8357142857,1.09,1.322857143,1.545714286,1.754285714,1.95,2.141428571,2.328571429,2.51,2.687142857,2.862857143,3.037142857,3.207142857,3.377142857,3.552857143,3.725714286,3.915714286,14816,240,77,L,L
"Polanco, Jorge",0.5558333333,0.8658333333,1.126666667,1.365,1.584166667,1.791666667,1.989166667,2.178333333,2.364166667,2.543333333,2.718333333,2.894166667,3.066666667,3.236666667,3.405,3.575,3.753333333,3.948333333,14818,208,71,B,R
"Pollock, AJ",0.54875,0.8525,1.11125,1.34625,1.5675,1.7775,1.97875,2.17,2.35625,2.54,2.72,2.8975,3.07,3.24625,3.4175,3.59,3.765,3.94625,14830,210,73,R,R
"Posey, Buster",0.5566666667,0.8766666667,1.158333333,1.418333333,1.668333333,1.895,2.115,2.326666667,2.533333333,2.738333333,2.935,3.131666667,3.326666667,3.523333333,3.711666667,3.908333333,4.108333333,4.316666667,14887,213,73,R,R
"Powell, Boog",0.56,0.85,1.11,1.35,1.58,1.8,2,2.2,2.39,2.57,2.75,2.93,3.1,3.28,3.45,3.62,3.79,3.97,14910,230,76,L,R
"Powell, Boog",0.56,0.85,1.11,1.35,1.58,1.8,2,2.2,2.39,2.57,2.75,2.93,3.1,3.28,3.45,3.62,3.79,3.97,14911,200,70,L,L
"Pozo, Yohel",0.58,0.93,1.22,1.47,1.71,1.94,2.16,2.38,2.59,2.79,2.99,3.18,3.38,3.57,3.77,3.96,4.17,4.37,14943,201,72,R,R
"Pratto, Nick",0.555,0.855,1.125,1.36,1.585,1.795,2,2.195,2.39,2.575,2.765,2.95,3.13,3.315,3.49,3.675,3.865,4.07,14952,215,73,L,L
"Presley, Alex",0.525,0.8,1.04,1.275,1.495,1.7,1.9,2.08,2.265,2.445,2.625,2.795,2.965,3.135,3.3,3.47,3.645,3.83,14962,195,70,L,L
"Profar, Jurickson",0.5507142857,0.865,1.134285714,1.382857143,1.612857143,1.828571429,2.037857143,2.237857143,2.433571429,2.621428571,2.810714286,2.994285714,3.177142857,3.357857143,3.537857143,3.720714286,3.907857143,4.103571429,15000,184,72,B,R
"Puig, Yasiel",0.546,0.84,1.104,1.342,1.564,1.774,1.974,2.17,2.358,2.54,2.722,2.898,3.074,3.244,3.42,3.592,3.768,3.952,15025,240,74,R,R
"Pujols, Albert",0.56,0.8914285714,1.181428571,1.452857143,1.704285714,1.941428571,2.17,2.392857143,2.608571429,2.824285714,3.034285714,3.247142857,3.455714286,3.664285714,3.875714286,4.09,4.314285714,4.555714286,15026,235,75,R,R
"Quinn, Roman",0.5233333333,0.8033333333,1.046666667,1.266666667,1.473333333,1.676666667,1.86,2.043333333,2.22,2.39,2.563333333,2.726666667,2.89,3.053333333,3.216666667,3.376666667,3.543333333,3.71,15096,175,70,B,R
"Raburn, Ryan",0.55,0.8433333333,1.106666667,1.353333333,1.583333333,1.8,2.003333333,2.203333333,2.393333333,2.586666667,2.77,2.956666667,3.136666667,3.316666667,3.493333333,3.67,3.856666667,4.046666667,15120,185,72,R,R
"Raleigh, Cal",0.542,0.864,1.136,1.38,1.612,1.828,2.036,2.24,2.432,2.63,2.816,3,3.188,3.37,3.55,3.73,3.914,4.11,15163,235,75,B,R
"Raley, Luke",0.53,0.83,1.08,1.31,1.52,1.73,1.92,2.11,2.29,2.47,2.64,2.81,2.98,3.15,3.32,3.49,3.66,3.85,15166,235,76,L,R
"Ramirez, Alexei",0.555,0.855,1.12,1.365,1.6,1.825,2.03,2.235,2.43,2.625,2.805,2.995,3.18,3.36,3.545,3.73,3.915,4.115,15173,180,74,R,R
"Ramirez, Aramis",0.56,0.88,1.16,1.42,1.67,1.91,2.13,2.35,2.56,2.77,2.98,3.18,3.38,3.58,3.78,3.99,4.2,4.41,15174,205,73,R,R
"Ramirez, Hanley",0.5475,0.8525,1.125,1.3725,1.6075,1.8225,2.0325,2.235,2.425,2.6175,2.8025,2.9875,3.175,3.355,3.5375,3.7225,3.9075,4.105,15181,235,74,R,R
"Ramos, Wilson",0.5557142857,0.8842857143,1.168571429,1.43,1.675714286,1.908571429,2.132857143,2.347142857,2.558571429,2.764285714,2.965714286,3.165714286,3.365714286,3.562857143,3.761428571,3.961428571,4.17,4.388571429,15219,241,73,R,R
"Rasmus, Colby",0.53,0.81,1.06,1.305,1.525,1.73,1.93,2.125,2.31,2.495,2.665,2.84,3.015,3.185,3.355,3.525,3.705,3.89,15249,195,74,L,L
"Ravelo, Rangel",0.55,0.86,1.13,1.37,1.6,1.82,2.02,2.22,2.41,2.6,2.79,2.98,3.16,3.34,3.52,3.7,3.88,4.06,15271,235,73,R,R
"Recker, Anthony",0.53,0.83,1.09,1.34,1.57,1.79,2,2.19,2.39,2.58,2.77,2.95,3.14,3.32,3.5,3.68,3.86,4.05,15313,240,74,R,R
"Reddick, Josh",0.5557142857,0.8671428571,1.137142857,1.382857143,1.614285714,1.832857143,2.04,2.237142857,2.431428571,2.62,2.808571429,2.991428571,3.171428571,3.354285714,3.532857143,3.715714286,3.902857143,4.097142857,15314,197,74,L,R
"Reed, Michael",0.54,0.83,1.09,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.68,2.85,3.03,3.19,3.36,3.53,3.69,3.86,15355,215,72,R,R
"Refsnyder, Rob",0.5542857143,0.8628571429,1.124285714,1.367142857,1.59,1.804285714,2.007142857,2.205714286,2.397142857,2.585714286,2.771428571,2.951428571,3.131428571,3.311428571,3.485714286,3.667142857,3.842857143,4.03,15369,205,72,R,R
"Reimold, Nolan",0.55,0.855,1.11,1.355,1.575,1.795,1.995,2.195,2.38,2.57,2.75,2.925,3.105,3.275,3.445,3.62,3.79,3.97,15402,205,76,R,R
"Renda, Tony",0.54,0.84,1.09,1.33,1.55,1.76,1.96,2.15,2.33,2.51,2.69,2.86,3.03,3.2,3.37,3.54,3.71,3.89,15433,179,68,R,R
"Rendon, Anthony",0.5577777778,0.8777777778,1.148888889,1.395555556,1.628888889,1.845555556,2.053333333,2.254444444,2.447777778,2.637777778,2.823333333,3.006666667,3.19,3.368888889,3.548888889,3.726666667,3.907777778,4.093333333,15434,200,73,R,R
"Renfroe, Hunter",0.5542857143,0.8771428571,1.147142857,1.395714286,1.622857143,1.838571429,2.042857143,2.241428571,2.434285714,2.622857143,2.807142857,2.99,3.174285714,3.351428571,3.532857143,3.712857143,3.894285714,4.085714286,15436,230,73,R,R
"Rengifo, Luis",0.5477777778,0.8555555556,1.116666667,1.355555556,1.575555556,1.786666667,1.987777778,2.181111111,2.368888889,2.551111111,2.733333333,2.912222222,3.09,3.265555556,3.442222222,3.616666667,3.796666667,3.991111111,15439,195,70,B,R
"Revere, Ben",0.5133333333,0.7766666667,1.016666667,1.253333333,1.466666667,1.67,1.87,2.053333333,2.236666667,2.413333333,2.59,2.766666667,2.936666667,3.11,3.276666667,3.453333333,3.633333333,3.82,15467,175,69,L,R
"Reyes, Franmil",0.5733333333,0.9133333333,1.195,1.45,1.688333333,1.91,2.125,2.33,2.53,2.725,2.915,3.105,3.293333333,3.476666667,3.661666667,3.846666667,4.035,4.223333333,15478,265,77,R,R
"Reyes, Pablo",0.545,0.8475,1.105,1.3425,1.5625,1.7725,1.975,2.17,2.3575,2.545,2.725,2.9,3.08,3.25,3.4275,3.6,3.775,3.96,15486,175,68,R,R
"Reyes, Victor",0.55125,0.85875,1.1225,1.35875,1.58,1.79,1.98875,2.1775,2.36625,2.54625,2.72625,2.90125,3.07625,3.245,3.41625,3.5875,3.7625,3.94625,15488,194,77,B,R
"Reynolds, Bryan",0.542,0.848,1.104,1.337,1.556,1.764,1.961,2.151,2.338,2.52,2.699,2.879,3.054,3.227,3.4,3.574,3.749,3.938,15494,205,75,B,R
"Reynolds, Mark",0.552,0.858,1.132,1.388,1.63,1.856,2.072,2.284,2.486,2.686,2.886,3.08,3.278,3.468,3.664,3.858,4.062,4.278,15504,220,74,R,R
"Reynolds, Matt",0.5366666667,0.8433333333,1.11,1.353333333,1.58,1.793333333,2,2.193333333,2.386666667,2.573333333,2.76,2.94,3.12,3.296666667,3.47,3.65,3.826666667,4.013333333,15505,240,77,L,L
"Reynolds, Matt",0.5366666667,0.8433333333,1.11,1.353333333,1.58,1.793333333,2,2.193333333,2.386666667,2.573333333,2.76,2.94,3.12,3.296666667,3.47,3.65,3.826666667,4.013333333,15506,210,73,R,R
"Rickard, Joey",0.545,0.8375,1.0925,1.3325,1.5525,1.7625,1.9625,2.155,2.3425,2.525,2.7025,2.88,3.0575,3.23,3.405,3.5775,3.75,3.93,15584,192,72,R,L
"Riddle, JT",0.53,0.825,1.0825,1.3275,1.5475,1.7625,1.965,2.16,2.35,2.535,2.7175,2.895,3.075,3.255,3.435,3.6125,3.8,3.99,15600,190,73,L,R
"Riley, Austin",0.55,0.874,1.144,1.394,1.62,1.842,2.046,2.246,2.438,2.628,2.812,2.996,3.178,3.354,3.53,3.708,3.882,4.062,15628,240,75,R,R
"Rios, Alex",0.54,0.84,1.09,1.33,1.56,1.78,1.98,2.18,2.37,2.55,2.73,2.91,3.09,3.26,3.43,3.61,3.78,3.96,15643,210,77,R,R
"Rivas, Webster",0.57,0.92,1.21,1.47,1.7,1.92,2.13,2.35,2.55,2.75,2.95,3.15,3.34,3.53,3.72,3.92,4.11,4.31,15676,219,73,R,R
"Rivera, Emmanuel",0.565,0.9,1.175,1.425,1.65,1.87,2.08,2.28,2.475,2.665,2.855,3.04,3.22,3.4,3.585,3.765,3.95,4.135,15681,225,74,R,R
"Rivera, Yadiel",0.54,0.8366666667,1.096666667,1.336666667,1.56,1.766666667,1.966666667,2.156666667,2.343333333,2.523333333,2.7,2.873333333,3.046666667,3.216666667,3.386666667,3.553333333,3.72,3.893333333,15697,190,75,R,R
"Rizzo, Anthony",0.5511111111,0.87,1.147777778,1.401111111,1.641111111,1.865555556,2.082222222,2.29,2.493333333,2.691111111,2.884444444,3.078888889,3.27,3.461111111,3.65,3.84,4.038888889,4.237777778,15700,240,75,L,L
"Robertson, Daniel",0.5366666667,0.8366666667,1.101666667,1.346666667,1.578333333,1.795,2.003333333,2.201666667,2.395,2.586666667,2.771666667,2.956666667,3.138333333,3.32,3.501666667,3.678333333,3.861666667,4.053333333,15737,210,73,R,R
"Robinson, Chuckie",0.55,0.88,1.17,1.42,1.65,1.88,2.09,2.3,2.5,2.7,2.89,3.08,3.27,3.46,3.65,3.83,4.02,4.22,15774,221,71,R,R
"Robinson, Clint",0.535,0.84,1.11,1.37,1.61,1.835,2.055,2.255,2.455,2.655,2.845,3.035,3.225,3.41,3.6,3.785,3.98,4.18,15775,240,77,L,L
"Robinson, Drew",0.515,0.8,1.055,1.3,1.52,1.73,1.93,2.125,2.315,2.495,2.675,2.855,3.025,3.205,3.375,3.555,3.725,3.915,15781,200,73,L,R
"Robinson, Shane",0.525,0.7975,1.0475,1.2775,1.4975,1.705,1.905,2.09,2.275,2.4525,2.63,2.8025,2.9725,3.1425,3.3125,3.48,3.6525,3.8275,15798,170,69,R,R
"Robles, Victor",0.56,0.874,1.134,1.368,1.584,1.79,1.982,2.172,2.354,2.53,2.708,2.878,3.048,3.218,3.386,3.554,3.72,3.892,15810,195,72,R,R
"Rodgers, Brendan",0.55,0.86,1.1225,1.3625,1.5875,1.8025,2.0025,2.2025,2.395,2.585,2.7725,2.955,3.1425,3.3225,3.5025,3.685,3.8675,4.06,15829,204,72,R,R
"Rodriguez, Alex",0.545,0.855,1.125,1.38,1.62,1.845,2.065,2.275,2.475,2.68,2.875,3.075,3.27,3.465,3.66,3.86,4.065,4.28,15834,230,75,R,R
"Rogers, Jason",0.57,0.87,1.13,1.38,1.61,1.84,2.05,2.25,2.45,2.64,2.83,3.02,3.2,3.39,3.57,3.75,3.93,4.11,15914,230,73,R,R
"Rogers, Jake",0.555,0.88,1.16,1.415,1.65,1.875,2.085,2.29,2.49,2.68,2.87,3.055,3.245,3.43,3.61,3.79,3.97,4.15,15915,201,73,R,R
"Rojas, Josh",0.54,0.8425,1.1025,1.34,1.56,1.7775,1.9775,2.17,2.3625,2.55,2.73,2.915,3.0925,3.2675,3.4475,3.6275,3.81,4,15943,207,73,L,R
"Rojas, Jose",0.55,0.87,1.13,1.37,1.59,1.81,2.01,2.2,2.39,2.58,2.76,2.94,3.12,3.3,3.48,3.66,3.84,4.03,15944,200,72,L,R
"Rojas, Miguel",0.5533333333,0.8733333333,1.145555556,1.396666667,1.628888889,1.846666667,2.057777778,2.26,2.458888889,2.65,2.841111111,3.027777778,3.214444444,3.398888889,3.583333333,3.767777778,3.956666667,4.155555556,15948,188,72,R,R
"Rollins, Jimmy",0.5333333333,0.8133333333,1.066666667,1.31,1.53,1.75,1.953333333,2.146666667,2.336666667,2.523333333,2.703333333,2.883333333,3.063333333,3.236666667,3.413333333,3.59,3.766666667,3.946666667,15956,175,67,B,R
"Romine, Andrew",0.532,0.816,1.076,1.32,1.546,1.764,1.966,2.162,2.356,2.542,2.726,2.908,3.086,3.262,3.436,3.614,3.79,3.972,15988,190,73,B,R
"Romine, Austin",0.5628571429,0.89,1.17,1.428571429,1.668571429,1.895714286,2.11,2.314285714,2.515714286,2.714285714,2.908571429,3.095714286,3.287142857,3.474285714,3.664285714,3.85,4.038571429,4.238571429,15989,216,73,R,R
"Rooker, Brent",0.55,0.865,1.13,1.37,1.595,1.805,2.005,2.205,2.395,2.585,2.77,2.95,3.13,3.31,3.49,3.67,3.85,4.04,16007,225,76,R,R
"Rortvedt, Ben",0.525,0.83,1.09,1.325,1.545,1.755,1.96,2.15,2.35,2.535,2.72,2.905,3.085,3.265,3.45,3.635,3.82,4.035,16017,205,70,L,R
"Rosales, Adam",0.5433333333,0.8333333333,1.09,1.333333333,1.553333333,1.77,1.973333333,2.17,2.36,2.543333333,2.723333333,2.903333333,3.08,3.256666667,3.43,3.603333333,3.78,3.966666667,16022,200,74,R,R
"Rosario, Alberto",0.52,0.82,1.09,1.34,1.57,1.79,2,2.21,2.4,2.6,2.79,2.98,3.17,3.36,3.54,3.73,3.91,4.11,16024,175,72,R,R
"Rosario, Amed",0.55,0.8557142857,1.117142857,1.351428571,1.571428571,1.78,1.972857143,2.161428571,2.347142857,2.525714286,2.7,2.872857143,3.044285714,3.207142857,3.377142857,3.542857143,3.705714286,3.878571429,16025,190,74,R,R
"Rosario, Eddie",0.5388888889,0.8388888889,1.094444444,1.331111111,1.552222222,1.76,1.96,2.152222222,2.337777778,2.522222222,2.701111111,2.876666667,3.051111111,3.224444444,3.397777778,3.575555556,3.758888889,3.953333333,16027,180,73,L,R
"Rosario, Wilin",0.55,0.86,1.12,1.37,1.61,1.83,2.05,2.25,2.44,2.64,2.82,3.01,3.19,3.38,3.56,3.74,3.92,4.11,16037,225,71,R,R
"Ross, David",0.555,0.86,1.135,1.385,1.62,1.85,2.065,2.27,2.47,2.67,2.865,3.06,3.25,3.435,3.625,3.82,4.01,4.205,16073,230,74,R,R
"Rua, Ryan",0.535,0.825,1.085,1.3225,1.5475,1.76,1.9625,2.155,2.3425,2.5275,2.7075,2.89,3.065,3.2375,3.41,3.585,3.76,3.945,16137,205,74,R,R
"Ruf, Darin",0.562,0.89,1.172,1.43,1.672,1.902,2.12,2.33,2.532,2.736,2.928,3.124,3.316,3.504,3.696,3.888,4.082,4.288,16158,232,74,R,R
"Ruggiano, Justin",0.56,0.85,1.11,1.35,1.58,1.8,2.01,2.21,2.4,2.59,2.78,2.96,3.14,3.33,3.51,3.69,3.88,4.07,16165,210,73,R,R
"Ruiz, Carlos",0.5566666667,0.8733333333,1.15,1.406666667,1.653333333,1.876666667,2.096666667,2.306666667,2.513333333,2.713333333,2.91,3.103333333,3.296666667,3.486666667,3.676666667,3.866666667,4.056666667,4.25,16167,215,70,R,R
"Ruiz, Esteury",0.54,0.845,1.1,1.33,1.545,1.745,1.94,2.125,2.305,2.48,2.655,2.82,2.985,3.15,3.315,3.475,3.635,3.8,16170,169,72,R,R
"Ruiz, Keibert",0.558,0.894,1.174,1.428,1.666,1.888,2.102,2.308,2.512,2.712,2.904,3.098,3.292,3.482,3.678,3.87,4.072,4.284,16172,225,72,B,R
"Ruiz, Rio",0.54,0.8475,1.1225,1.375,1.605,1.825,2.04,2.2425,2.4425,2.6425,2.835,3.0225,3.2175,3.405,3.595,3.7875,3.9875,4.1975,16175,220,74,L,R
"Rupp, Cameron",0.5533333333,0.8633333333,1.146666667,1.403333333,1.643333333,1.873333333,2.093333333,2.306666667,2.51,2.71,2.91,3.11,3.303333333,3.496666667,3.69,3.883333333,4.08,4.293333333,16188,260,74,R,R
"Russell, Addison",0.534,0.822,1.072,1.308,1.53,1.738,1.938,2.128,2.316,2.5,2.678,2.854,3.03,3.204,3.376,3.548,3.72,3.902,16197,200,72,R,R
"Rutledge, Josh",0.55,0.8466666667,1.106666667,1.346666667,1.566666667,1.776666667,1.976666667,2.17,2.35,2.53,2.71,2.883333333,3.053333333,3.223333333,3.393333333,3.556666667,3.723333333,3.896666667,16221,186,71,R,R
"Rutschman, Adley",0.5625,0.8875,1.16,1.405,1.635,1.8475,2.055,2.2575,2.455,2.645,2.835,3.0175,3.205,3.3875,3.57,3.7525,3.94,4.1375,16223,220,74,B,R
